,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,geometry,top_pr_similarity,top_pr_similarity_weekday,top_pr_similarity_weekend,top_pr_dissimilarity,top_pr_dissimilarity_weekday,top_pr_dissimilarity_weekend
252,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,6276,6275,1,49.1,2283,2.7,"POLYGON ((515009.5189657757 181787.83091578854, 514836.776965341 181753.99191519356, 514830.41296586173 181781.69291584543, 514826.7359657093 181692.28191518394, 514826.9999658062 181655.1539159231, 515015.7449657505 181692.02691565774, 515179.3209656351 181739.39491514943, 515181.1809652256 181799.92991554528, 515210.99996518553 181811.99991531193, 515227.5599658028 181753.18691500206, 515272.9999650902 181638.99991516076, 515231.14896499866 181623.12191525637, 515034.84996593656 181576.26991519972, 514821.99996590335 181547.9999154522, 514816.99996600056 181469.99991530261, 514764.5229652434 181468.16591551155, 514762.1349654591 181428.19091510144, 514757.99996585277 181348.99991525, 514925.8629657357 181343.30691578583, 515017.32196588826 181358.01491547067, 515069.6969657256 181105.51391523075, 515104.72596503526 181097.4519153381, 515214.6409658289 181128.9449160383, 515287.10696550016 181228.0719151412, 515292.1499653559 181318.89991596463, 515337.84796528396 181331.5559159047, 515342.2859656107 181290.97391583817, 515386.6309657354 181296.9889153788, 515412.8399651683 181161.44591593242, 515510.1929655098 181190.08191577368, 515625.79696551396 181222.20991605462, 515637.9409653505 181158.12991555437, 515671.99996510224 181162.99991553713, 515675.6909652179 181163.93791583792, 515838.90996558074 181023.70091555128, 515882.8539652431 181022.68191566138, 515891.7359653525 180930.93291561143, 515910.2849654187 180856.99991538178, 515931.8279648613 180768.17791600723, 515988.97296481126 180804.7639160353, 515941.42596506566 180705.22091552103, 515850.68796532485 180636.8739153659, 515611.9159655649 180564.3409160698, 515582.40596485714 180550.3279160718, 515533.2249650579 180540.77491594758, 515364.39196561713 180504.05991606053, 515302.8769650293 180487.7459162473, 515278.30996523285 180481.22891538858, 515027.99996522855 180418.1409158401, 514876.9819655424 180480.70291624527, 514573.6249656222 180443.4839158376, 514526.3129659838 180463.8749162017, 514479.37496602064 180544.14091579663, 514601.3439655675 180593.7339158306, 514607.28096570924 180646.70391548565, 514530.4089658909 180703.15091555944, 514553.90596533666 180775.54691541346, 514655.78096578363 180780.24991590186, 514709.7809660285 180934.3749156575, 514639.02096542896 181021.67491560703, 514701.49896513094 181168.04691564653, 514685.93796590966 181288.95291528467, 514495.78096519504 181583.48391587328, 514531.3989657922 181701.85591571731, 514640.124965162 181885.32791509124, 514607.7689652161 182056.95591515792, 514594.71896525705 182150.74991543253, 514632.52696602803 182207.1179151191, 514676.04996580887 182240.8059153852, 514733.15696519875 182266.68691528623, 514868.9379658665 182247.0619154125, 514964.4079651597 182242.6629157092, 515098.3639656828 182069.4209150077, 515127.57096567005 181966.42691572604, 514989.9079658658 181924.99091513525, 515009.5189657757 181787.83091578854))",0.8576347594182508,0.8535287267613308,0.8886148838668374,0.14236524058174915,0.14647127323866915,0.1113851161331626
253,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,8710,8532,178,80.2,2468,3.5,"POLYGON ((513561.38896611973 181121.81891564152, 513596.165965783 180965.7139154611, 513696.02496591763 180988.1669157371, 513654.42696560605 180962.42991594662, 513710.3829659679 180952.84191567695, 513840.0329661725 180760.17991600727, 513856.9949658293 180741.50991571508, 513633.67596615694 180741.9539157034, 513624.9999658433 180869.999915682, 513533.95996592916 180787.5629154283, 513530.8799658634 180730.58891551383, 513608.1129660277 180471.59391580627, 513641.3169659674 180362.95191579463, 513423.1889660532 180417.41491611372, 513455.081966104 180202.9439157326, 513485.96696628287 180014.88491595816, 513042.68496638985 179905.8349163005, 512695.60096647847 179820.20091598853, 512692.9819658557 179936.81991626788, 512641.9999662204 179942.99991575832, 512696.15096606244 180087.70491612487, 512663.75396645005 180095.94691612973, 512771.6599661043 180348.95991598628, 512722.18496606284 180389.1929158955, 512631.3799661004 180351.70491556328, 512489.23896587477 180338.12691595848, 512432.7539660041 180425.58591614926, 512393.75096633605 180407.27891619608, 512360.0369662785 180428.5379158273, 512378.4219659764 180460.47991580452, 512416.45296611555 180482.14991573308, 512508.3299661437 180448.4809157297, 512492.8069660152 180573.39091594028, 512456.90696642414 180579.0469157612, 512470.912966531 180750.77291592484, 512477.55396621313 180844.76591548545, 512485.7389665484 180965.67991580203, 512565.0089665317 180956.40791588114, 512735.88896612043 180937.5989155544, 512812.68296613643 180924.77191582648, 513035.85196612624 180902.43091570167, 513040.23696627346 180901.8409159024, 513214.4919662016 180840.72891540895, 513229.5319660953 180905.91091566847, 513290.8979659312 181172.83391571674, 513341.7959660139 181292.4069156088, 513448.534965654 181247.52891565522, 513557.3799658951 181122.80591543962, 513561.38896611973 181121.81891564152))",0.9390430792449136,0.9317117188710803,0.9615497170248027,0.06095692075508641,0.06828828112891971,0.03845028297519726
254,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,10766,10752,14,82.5,4110,2.6,"POLYGON ((521469.75596350495 181528.83891560708, 521496.2649632632 181321.914915476, 521544.71896393853 181099.178915879, 521553.0529637635 181072.68991551298, 521563.2779634298 181040.19791582704, 521586.5119633018 180920.03191533434, 521600.9969635634 180892.51191612438, 521683.03196334414 180751.67991537822, 521746.259963685 180649.80391623557, 521772.5009631668 180598.274916146, 521858.77196333633 180234.5439158444, 521891.2899636362 180105.20391579118, 521887.88096361165 180104.93191563676, 521795.038963606 180101.80491593102, 521794.40896357066 180073.2159157585, 521853.3389630676 179872.39691605943, 521826.80196322466 179864.16391573736, 521725.8809633638 179840.10191576584, 521692.4389630745 179833.91291601688, 521606.78196342674 179837.9359156257, 521594.68796371814 179866.62491556577, 521563.2499633451 179835.15491616534, 521496.63196357194 179852.6559164652, 521485.2809639734 179860.26591583842, 521490.6109633952 179899.7959163714, 521481.92096316116 179943.7509159969, 521474.68096330535 179976.10191552242, 521454.3519638041 180090.28291568137, 521421.14496315655 180089.0039159541, 521323.15496334404 180085.22691588348, 521098.63196355244 180066.9389158765, 520889.5659634884 180047.5099161577, 520598.8439635878 180049.48391558247, 520612.5319639771 180100.65391605638, 520628.5049639297 180168.3749162265, 520640.91796353436 180231.51191629254, 520669.0259635872 180384.45291559031, 520679.1329635649 180439.07991556614, 520701.40496413485 180557.4319155143, 520762.4289640879 180792.5689160158, 520789.29896386934 180873.1599157033, 520847.7939641889 181020.89391581877, 520919.27996385715 180954.84391562437, 520993.72996327246 181046.69691597973, 520972.49496370263 181074.68191579392, 520989.4669634705 181099.97191587312, 521084.53296325606 181209.6059155026, 521073.67696381884 181281.8529152018, 521031.19296370074 181270.57891583547, 521093.9999639705 181398.999915515, 521136.4549633322 181416.06591570063, 521143.4889633667 181384.8329154128, 521222.2989640811 181389.56091582007, 521249.01496339624 181424.53791554156, 521214.6299634613 181461.4909150941, 521225.8629633713 181526.09591545927, 521279.34396402224 181492.07891556894, 521344.9999635571 181553.9999151625, 521377.07796319353 181689.5659154774, 521431.9769633235 181706.07691545336, 521487.1529632223 181574.61991541082, 521469.75596350495 181528.83891560708))",0.9159100817076007,0.910536670077447,0.9399214286955938,0.08408991829239931,0.08946332992255301,0.06007857130440619
255,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,8925,8755,170,126.2,3771,2.3,"POLYGON ((520466.1429638274 180937.99991577596, 520448.34096407995 180906.72591561568, 520506.77696363966 180906.7969156176, 520498.4509640919 180847.14191585605, 520469.8419636566 180847.61491558806, 520478.4419635252 180766.40691604943, 520539.37996383646 180805.11691547226, 520553.8119636706 180767.06191584468, 520587.999964005 180768.99891596107, 520626.3729636298 180784.27291549864, 520613.44196355797 180875.9889155319, 520656.9129634671 180881.8409155269, 520651.69196362095 180909.93891598284, 520689.8729634903 180932.92991540197, 520733.99996406434 180934.5109159209, 520733.79096367396 180892.87791557313, 520789.29896374873 180873.15991596173, 520762.42896360334 180792.56891597045, 520701.40496375016 180557.4319160616, 520679.1329638293 180439.07991614816, 520669.02596348233 180384.452915608, 520640.91796397645 180231.5119158571, 520628.5049635395 180168.3749158965, 520612.5319638868 180100.65391566622, 520598.8439640695 180049.483916093, 520313.0629641066 180066.9019156873, 520303.7849637351 180067.33191597048, 520196.50396385125 180073.1729160449, 520215.39696374955 180032.0029157357, 520257.22296407976 180026.1979160991, 520301.90496366506 179874.87591582636, 520246.99996382697 179806.99991585867, 520211.37496407743 179816.31191621424, 520225.9999638934 179912.9999162901, 520214.80696388497 179886.45091617765, 520173.99996411894 179895.45691603783, 520215.63496363396 179932.2499160141, 520167.7089637334 180030.5829156689, 520155.9459638886 180012.6079159677, 520128.78396384727 180069.17991586745, 520070.54696369893 180094.2639160098, 520042.8129640112 180084.06091578474, 520053.30696390534 180016.7299157803, 520013.0099638914 179994.97591613757, 519954.92396385886 180014.16991604195, 519904.9999641727 180044.99991596467, 519854.0779641771 180015.6819157233, 519919.2609638629 179948.59191628202, 519902.577964177 179903.99991585943, 519870.1189637967 179954.85291566106, 519837.1799640282 179939.9279160663, 519740.1979642466 179910.6209157434, 519716.4699638228 179995.17291573808, 519771.3919642958 180090.68791574193, 519658.83496432775 180087.65891589032, 519666.5539640193 180170.838915758, 519668.89096405637 180187.39091599936, 519672.74596384756 180233.99991600995, 519525.99996396166 180239.00091619208, 519502.8339641348 180283.87491617497, 519528.72396418895 180375.51691616827, 519573.9349639713 180383.37991567596, 519657.99996427953 180397.99991564482, 519628.1489642209 180539.2669157724, 519844.30696404516 180600.58591555833, 519949.4529639829 180493.69691571116, 520014.9999637945 180442.9999158713, 520017.63496380026 180446.11391568207, 520107.99996395997 180644.99891595566, 520143.9109641758 180642.9999159429, 520138.90796418604 180610.96591599926, 520206.3569639055 180605.61191561335, 520200.98796397995 180637.9319160233, 520256.9179638117 180641.44091590738, 520245.26296399016 180755.06091547123, 520285.47496404534 180753.75991599122, 520280.99996402574 180792.00391598104, 520177.7159639399 180792.78991586238, 520207.67296421184 180833.08891568676, 520366.6199641081 180837.2929154219, 520357.4999641516 180872.0459157466, 520398.66696378053 180875.67491579894, 520429.66296400153 180968.73591563187, 520468.836963691 180971.03391584026, 520466.1429638274 180937.99991577596))",0.89485199365836,0.8906785776131527,0.9190882523141239,0.10514800634164001,0.10932142238684728,0.08091174768587606
256,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,11637,11575,62,94.2,3155,3.7,"POLYGON ((512492.8069660672 180573.3909154581, 512508.32996583846 180448.48091616377, 512416.4529666095 180482.14991582086, 512378.4219665999 180460.4799159221, 512360.0369658215 180428.53791604255, 512393.7509662454 180407.27891569264, 512432.7539663293 180425.58591539663, 512489.2389659578 180338.1269161256, 512631.3799662866 180351.70491602633, 512722.1849657373 180389.19291619567, 512771.6599661549 180348.95991568465, 512663.75396651455 180095.9469161128, 512696.15096604085 180087.70491608378, 512641.999966258 179942.99991630635, 512692.9819659707 179936.8199158699, 512695.6009662498 179820.20091625972, 512619.71896645456 179801.46891615895, 512546.57696649514 179783.04391606635, 512371.1419665803 179738.82491594594, 512013.5809661133 179649.551916425, 511918.45596601703 179625.40191648604, 511897.7999668428 179620.1549165321, 511634.13696615933 179553.21191647399, 511482.4379665183 179522.96291634062, 510880.0369667227 179428.11391633376, 510955.43796651333 179510.07791630953, 511155.28096671833 179601.99991630373, 511564.1879662369 179874.84391583432, 511649.7759668737 180067.15491589624, 511662.74496631534 180118.35391597857, 511772.28596664994 180569.42491597688, 511779.027966389 180593.32791535102, 511798.52196614584 180643.72891535464, 511867.3179660472 180751.05691540008, 512014.0259666407 180856.13691540336, 512032.8709666251 180868.82191602385, 512052.8739661902 180882.28591537353, 512143.9339658793 180943.50391558878, 512262.2869661638 181080.91491544474, 512338.73096620647 181048.8199154213, 512517.43796600954 181014.92191588343, 512485.73896591197 180965.67991612846, 512477.5539661589 180844.76591556263, 512470.91296584666 180750.77291563596, 512456.906966381 180579.0469155162, 512492.8069660672 180573.3909154581))",0.9010843562065263,0.887796756500454,0.9424199254292019,0.09891564379347373,0.11220324349954602,0.05758007457079806
257,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,8103,7979,124,56.4,3205,2.5,"POLYGON ((518819.9939640903 180993.03091540735, 518853.6559640825 180957.15591548127, 518855.6299645663 180954.49191531574, 518865.18796472746 180940.95291534276, 519024.8829646233 180945.93891591614, 519278.02296423295 180966.6649160541, 519286.9999643472 180833.70291584608, 519423.65596437606 180857.51591528766, 519420.40596388077 180907.71891561797, 519488.5939643507 180916.3279155105, 519488.65596417297 180889.06191547634, 519574.439964376 180839.43991603283, 519569.34396428 180832.2319156874, 519767.21896388236 180692.5939155895, 519844.3069637906 180600.58591561712, 519628.14896444057 180539.26691540563, 519657.9999641866 180397.99991592945, 519573.93496427435 180383.37991608947, 519528.7239638491 180375.51691552676, 519502.8339644628 180283.87491600006, 519525.9999644821 180239.0009158869, 519672.74596428865 180233.99991614308, 519668.89096389693 180187.3909158372, 519666.55396431754 180170.83891588548, 519658.83496369567 180087.6589158004, 519771.391964178 180090.6879156782, 519716.46996381273 179995.1729160829, 519740.1979643137 179910.6209157448, 519575.43296394846 179859.30391586362, 519539.00096382457 179888.9999160535, 519514.01496383117 179813.08091630012, 519429.65396408795 179927.50491572556, 519466.62396400154 180030.83991562825, 519267.7229642962 180050.61791622662, 519159.9999644975 180067.99991624698, 519324.35596415994 179924.01191622554, 519185.4069638551 179848.5729159927, 519195.4249640837 179840.44791601965, 519428.521964017 179626.08791572822, 519427.99996412714 179607.56191613292, 519128.5089640714 179391.20991652418, 518945.65896461386 179373.14391615486, 518550.59996413527 179452.4699157352, 518534.9999641166 179529.81691623316, 518487.42296482 179531.02891580318, 518486.04996467894 179559.12491590384, 518636.85896441713 179605.34691642114, 518783.7329642643 179654.21791624773, 518720.44296407735 179822.03191594622, 518709.13396466826 179815.65291577706, 518629.53896477114 180039.3539160085, 518597.5609647624 180074.20791611774, 518627.4709646654 180106.78491584916, 518615.75596421893 180142.04891570628, 518520.3549645403 180284.16191599268, 518496.866964221 180351.8829154916, 518363.7239648304 180338.561915626, 518339.9999647256 180511.99991548125, 518512.9999645871 180600.99991576053, 518718.24496415403 180512.75491549302, 518663.9999640766 180582.99891572207, 518730.499964167 180660.3889156335, 518713.2529642491 180681.4489155744, 518749.03096404637 180690.19991563086, 518665.4399643246 180753.05091593502, 518680.9319645984 180932.33591550105, 518666.12196405476 180961.40791538713, 518620.7559640737 180936.12791533902, 518641.5519639832 181057.87591564888, 518819.9939640903 180993.03091540735))",0.9192768475337011,0.9173285510503564,0.9382614706359822,0.08072315246629891,0.08267144894964362,0.0617385293640178
258,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,11119,10981,138,109.7,4747,2.3,"POLYGON ((516715.1329648974 180456.22991554666, 516717.2359648928 180446.9389161546, 516876.0009646622 180490.27091544017, 517035.3119650447 180531.38591549487, 517128.86696522357 180560.44791593257, 517164.5719648366 180571.6179161101, 517100.0519645333 180429.53291610064, 516950.18696496857 180387.68291607517, 516923.9999651279 180335.99991606903, 516957.7679650972 180283.67391594668, 516931.72296468203 180258.76391589793, 516979.8659645867 180120.93491621676, 516979.21096515254 180072.99991618138, 516941.99996458815 180071.9999155742, 516891.9639645708 180085.70491559245, 516896.6119652401 180271.856915625, 516855.9999651278 180242.99991618283, 516852.08396479295 179989.14491623448, 516753.05796491035 179900.02491567365, 516721.1979647721 179886.90391575958, 516721.99996481265 179929.99991575402, 516686.99996497005 179912.99991613644, 516674.2199646726 179940.51491573197, 516641.3009646774 179958.06291597604, 516599.7689652607 180096.77891588665, 516538.61596504133 180088.12991622358, 516568.37696521095 179997.6669161907, 516501.4749649477 180010.4759163009, 516549.3039650349 179872.23791577993, 516581.6099651135 179881.8309156733, 516589.99996494735 179857.99991638312, 516527.4989648392 179819.1979162065, 516476.2249649083 179790.21491591673, 516337.26696489804 179705.53791579523, 516297.5289653105 179680.66891640692, 516271.28096544195 179664.24991572398, 516160.0559649632 179604.0649158982, 515969.1329653457 179501.86491608166, 515936.29296549957 179484.43491586653, 515896.28796526336 179519.91991629387, 515886.0859654793 179531.04591617506, 515907.3349649946 179583.49591636768, 515878.6919654611 179617.41191580298, 515905.76796554495 179634.98191619484, 515885.9999649009 179661.99991588807, 515941.696965135 179703.0949158083, 515913.07896538725 179755.69491624425, 515971.9779649781 179802.66391590016, 515929.39096496644 179856.71691578522, 515897.7409654759 179830.70391634968, 515713.5269654758 180117.7909157207, 515703.28496542276 180132.57291571668, 515685.4819653755 180170.92891595257, 515680.99396501755 180186.6349160436, 515674.24196549336 180231.226916156, 515816.70996540214 180302.11891572276, 515806.0359655027 180343.17491576122, 515787.9169656246 180380.81491576944, 515719.9999650355 180484.99991555169, 515650.99996519287 180487.0009156273, 515634.9249652957 180559.3389157412, 515843.71696540434 180597.86191595223, 516049.1279653347 180635.12691611372, 516152.8439654044 180653.2109161397, 516424.55796501087 180697.69591591507, 516694.33996462496 180738.98591599817, 516694.9809647298 180734.41691547807, 516711.2339650593 180653.73191543703, 516709.59996477666 180490.56691590155, 516715.1329648974 180456.22991554666))",0.9095948122164786,0.9012753780206696,0.940956342885295,0.09040518778352136,0.09872462197933041,0.05904365711470505
259,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,12331,11638,693,31.9,3711,3.1,"POLYGON ((514495.7809651693 181583.48391526082, 514685.9379654058 181288.95291482302, 514701.49896581797 181168.04691613506, 514639.0209653356 181021.6749153493, 514709.7809650467 180934.3749163953, 514655.78096629225 180780.24991580844, 514553.9059650816 180775.54691536323, 514530.4089657023 180703.1509159786, 514607.28096602357 180646.70391627512, 514601.3439653513 180593.73391601897, 514479.37496523163 180544.14091568335, 514526.312966334 180463.87491555314, 514573.62496499723 180443.4839162433, 514876.98196570337 180480.7029160661, 515027.999964788 180418.14091604121, 515099.8249657375 180174.850915985, 515082.18796528416 180041.8799160276, 515048.43796568044 179962.24991570605, 515050.37496536906 179846.3749164036, 514976.0999652885 179799.58491631487, 514948.5309657548 179715.2499157394, 515065.09996538743 179567.29991580313, 515016.2149655612 179506.90691602288, 515002.3139655648 179491.73391640792, 515116.9999648869 179384.74991569034, 515329.96896483307 179066.29691558663, 515645.3749652925 178787.76691592863, 515184.8129660104 178758.171916118, 514616.0939660162 179086.84391666658, 514188.1959655961 178950.00991627306, 514085.1389652591 178929.93491553125, 513784.4679653825 179100.93491668295, 513632.15296603285 178918.0249161311, 513585.10996588506 178974.97891585657, 513470.5389661726 178986.29291617515, 513498.73596628726 179115.33091632888, 513527.7429662456 179163.2179160994, 513507.31296611036 179205.6589167617, 513438.6979659004 179206.6019160085, 513111.759966273 179015.52591573872, 513055.7429663731 178983.19591676746, 512979.02896610065 178938.91991575126, 512868.0349653639 179042.43091663462, 512784.85296671314 179040.79191572266, 512788.9359658065 179182.20591619576, 512788.99996574887 179304.99991624063, 512867.2669660557 179304.06991574098, 512870.0179667311 179175.3129160023, 513001.44796549535 179187.5169160948, 513049.3919658827 179241.4929156343, 513041.3739656516 179264.1199163713, 512932.5389661236 179269.5199168573, 512928.20996629633 179345.99991676747, 512993.99996532424 179340.00091596035, 512993.99996532424 179388.8069157626, 513079.40196541534 179393.52891590405, 513050.3449656931 179408.22691546998, 513075.3119654683 179410.8979162171, 513065.80796638463 179460.6349164226, 513110.78396562324 179468.1309165503, 513097.73796571675 179535.39891673066, 513004.99996535364 179563.99991609936, 513006.9999666099 179641.99991616968, 512853.07596651174 179667.85991542652, 512858.9999653801 179733.99991585937, 512810.9999658077 179726.99991528358, 512753.000965973 179744.99991588923, 512604.9999663686 179709.9999160738, 512587.56596621027 179730.7699155204, 512619.71896543703 179801.46891652996, 512695.60096645885 179820.20091532648, 513042.68496609514 179905.83491597336, 513485.96696565347 180014.88491616846, 513455.0819664313 180202.94391542743, 513423.188966588 180417.4149157406, 513641.3169658049 180362.95191577764, 513608.11296551826 180471.59391557617, 513530.8799663821 180730.58891591674, 513533.9599659011 180787.5629152414, 513624.999966456 180869.99991542357, 513633.67596590315 180741.95391590375, 513856.9949658909 180741.50991592184, 513840.03296607174 180760.1799161142, 513710.38296532194 180952.8419162908, 513654.4269656538 180962.42991491716, 513696.0249665972 180988.16691533703, 513596.16596662847 180965.71391616348, 513561.38896517863 181121.81891534838, 513663.47196620196 181183.39191597688, 513566.4809663253 181232.54691575165, 513527.89996639086 181252.09991486173, 513600.0609655089 181399.96691515873, 513772.0589651889 181313.26491509215, 513780.90296524926 181309.29991531913, 513970.32996556995 181242.88791513047, 514032.5359662973 181229.46591632866, 514164.035965954 181267.10791510332, 514105.6589658866 181155.2609156125, 514100.02596646943 181030.19691589178, 514137.1259655402 181022.11291590938, 514125.3849651271 180946.60691531462, 514057.80796570214 180956.504916146, 514050.72896510316 180909.84591565258, 514155.99996593036 180894.99991507357, 514168.00296553405 180893.07091614115, 514211.9999659412 180885.99991629907, 514243.4309660093 181077.74091511016, 514186.03596601286 181111.77191512904, 514189.9999658823 181141.99991503882, 514248.99996548414 181133.9999161301, 514249.3199651959 181164.384916185, 514229.9999650164 181407.99991547194, 514222.9999659706 181518.76991488162, 514262.8669657022 181507.37291492382, 514266.5269658454 181533.99991511484, 514322.9379659638 181528.85891563602, 514365.7189659373 181607.92091570504, 514495.7809651693 181583.48391526082))",0.9740449750505353,0.9764550982987813,0.9696143488835386,0.025955024949464667,0.0235449017012187,0.03038565111646141
260,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,6926,6913,13,91.9,2847,2.4,"POLYGON ((515713.5269653513 180117.7909161108, 515897.74096518307 179830.7039160764, 515929.3909652279 179856.71691627166, 515971.9779650833 179802.66391612106, 515913.0789652718 179755.69491586543, 515747.3329650854 179623.66491583118, 515694.2959650333 179619.80991599284, 515592.23096561263 179490.4019161081, 515624.9999654531 179458.99991632672, 515557.2529650155 179387.53891614068, 515442.6849654068 179280.61791618256, 515336.78896518383 179469.97091605136, 515281.89996537624 179516.99991581554, 515065.09996538423 179567.2999158654, 514948.5309656128 179715.24991626054, 514976.0999653097 179799.58491579443, 515050.37496560125 179846.37491621106, 515048.43796542456 179962.2499157358, 515082.1879654906 180041.87991569698, 515099.82496527734 180174.85091564374, 515027.9999656498 180418.1409158479, 515278.30996512086 180481.2289155047, 515302.8769652332 180487.7459158005, 515364.3919654327 180504.05991567677, 515533.2249656246 180540.77491553407, 515582.4059652396 180550.32791596634, 515634.9249650052 180559.33891579928, 515650.99996553245 180487.00091568468, 515719.9999654968 180484.99991552124, 515787.9169654979 180380.81491560378, 515806.0359650995 180343.1749158278, 515816.7099652472 180302.1189158389, 515674.24196517473 180231.22691580694, 515680.99396497966 180186.63491595013, 515685.48196559853 180170.92891594121, 515703.2849651092 180132.57291616063, 515713.5269653513 180117.7909161108))",0.8727034349400064,0.8682291003148731,0.900504170501871,0.12729656505999365,0.1317708996851269,0.09949582949812896
261,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,9358,9125,233,70.6,3824,2.4,"POLYGON ((518339.9999641927 180511.99991548195, 518363.72396470193 180338.56191577896, 518496.86696416273 180351.88291553332, 518520.354964703 180284.16191566276, 518615.75596430845 180142.0489158968, 518627.47096454026 180106.78491571394, 518597.56096408825 180074.20791621046, 518629.53896401514 180039.353916228, 518709.13396437 179815.65291568782, 518720.4429640658 179822.0319163293, 518783.73296461103 179654.2179159404, 518636.85896437004 179605.34691611317, 518486.0499643739 179559.12491602777, 518487.4229640877 179531.02891577198, 518534.99996457685 179529.81691614178, 518550.59996464074 179452.46991581452, 518480.1389648369 179437.38691644644, 518116.4019644889 179229.1309162103, 518071.0269645938 179203.79591618676, 518049.65596477804 179191.8429161539, 517970.02696480684 179162.66591639863, 517855.2489644772 179123.90891644533, 517697.9999644313 179074.20291624393, 517653.3309646116 179257.1389164356, 517641.7649646478 179314.95291594637, 517616.6129645091 179437.91491580202, 517600.6329650287 179521.09891611338, 517602.9019645263 179581.89091618615, 517578.29996437125 179582.20191604033, 517577.7499643876 179553.4839160769, 517503.9379644288 179526.73391574185, 517491.87496456556 179553.15691591654, 517318.2519651473 179465.33891642728, 517285.5599649915 179447.9389158149, 517265.5919648436 179485.92591612152, 517362.01296453935 179537.9059158137, 517318.2409648329 179590.836916033, 517479.1129644506 179684.58491635486, 517492.8879648322 179721.78791571083, 517439.09096478357 179734.96791617927, 517339.6789643802 179758.46991636633, 517401.04496489826 179924.33091627323, 517395.38996447134 180003.69491582393, 517366.9049651438 179989.2069163702, 517366.99996499805 180033.99991566862, 517228.999964879 180158.99991587404, 517244.9999651568 180228.9999160543, 517213.87796507496 180291.24391621706, 517147.5339645813 180268.82191602874, 517252.840965043 180321.31791608705, 517187.31296445586 180348.60691609123, 517243.4839646689 180386.33591579983, 517231.8189651882 180436.80191566353, 517327.74896447844 180456.49391590344, 517373.18796477217 180301.0619162151, 517506.89296486054 180386.12691562454, 517683.35496455734 180433.84691606072, 517683.552964419 180412.93191587558, 517698.558964898 180309.2939158313, 517714.1099645402 180200.033916305, 517765.93096480705 180173.79591584706, 517774.09796452394 180126.38491626218, 517806.5379644041 180139.1059161083, 517779.99996440596 180175.9999162705, 517914.8899643312 180209.1679160277, 518016.4739645466 180229.37491630606, 518071.13296476234 180166.91091565235, 518075.0529645405 180167.7879157961, 518073.08296425274 180364.02491577197, 518290.0259642369 180460.2049155073, 518285.54096449795 180523.04591541638, 518273.6639646805 180557.51091549936, 518254.8049641548 180694.82391600963, 518273.57796448126 180730.37791574514, 518293.8469644984 180719.08591585828, 518339.9999641927 180511.99991548195))",0.8995893190787252,0.89358549519702,0.9273418647029328,0.10041068092127481,0.10641450480297998,0.07265813529706722
